PDB,IRMSD,PID,label,HADDOCK,PIsToN,dMaSIF,DeepRank-GNN,GNN-DOVE,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE
1JIW_261,17.68,1JIW,0,121.12397,0.617037475,-1.431876779,0.004858103,0.2385,534.712,287.082,3.915,0.123,-0.0447,-55.78,0.774518
1JIW_262,8.58,1JIW,1,-11.58715,0.004439473,-0.043504104,0.005452913,0.2898,1054.1,351.774,-4.766,-3.464,0.0029,-77.37,0.689467
1JIW_263,14.31,1JIW,0,-21.59921,1.727191448,0.159551993,0.006683889,0.4389,1029.88,272.951,14.252,1.342,0.0278,-89.44,0.823456
1JIW_264,5.53,1JIW,1,47.63295,-1.806001186,0.295428485,0.003317113,0.6224,1132.53,337.556,-15.431,-3.226,0.0834,-52.85,0.710912
1JIW_265,20.48,1JIW,0,30.46612,0.052683115,-0.517066598,0.005675027,0.2383,337.68,389.275,-4.133,2.381,-0.0427,-53.24,0.672962
1JIW_266,8.9,1JIW,1,79.45121,0.923360407,0.705476165,0.002597725,0.2998,953.691,242.535,-7.522,6.133,-0.2897,-66.97,1.12581
1JIW_267,24.23,1JIW,0,-43.27679,0.265960336,-0.726608932,0.00029026,0.3226,437.205,164.539,-5.418,-3.676,-0.1067,-76.77,0.901372
1JIW_268,20.93,1JIW,0,-51.26377,0.019022226,-0.686098993,-0.000892888,0.3774,379.957,105.716,-2.285,2.392,-0.026,-41.12,0.462926
1JIW_269,10.92,1JIW,1,211.4807,0.213345289,0.137913853,0.004786404,0.2417,2365.29,713.258,5.256,4.879,-0.4403,-82.11,0.584399
1JIW_270,20.43,1JIW,0,-32.30663,0.581988573,-0.738408923,0.0073423,0.2381,371.028,151.416,-12.941,2.363,-0.0588,-36.31,0.001424
1JIW_271,16.18,1JIW,0,102.26512,0.975371957,-0.25724715,0.00261533,0.3342,963.941,337.821,-6.27,2.902,-0.0229,-65.6,0.47873
1JIW_272,17.35,1JIW,0,106.45285,0.756262422,-0.409159601,0.006355213,0.2274,791.921,231.001,1.976,3.594,-0.0821,-43.63,0.603359
1JIW_273,8.4,1JIW,1,25.55071,-0.727409124,0.563858688,0.003287755,0.5167,1784.85,391.382,-5.346,4.034,-0.2249,-65.15,0.87102
1JIW_274,10.45,1JIW,1,115.3132,1.840786338,0.101559184,0.007305481,0.6673,3965.18,851.181,26.249,-0.179,-0.0686,-104.21,0.216153
1JIW_275,21.71,1JIW,0,100.90223,0.583722353,-1.245076418,0.007629678,0.2274,1000.12,96.442,7.68,2.999,-0.2012,-96.17,0.823446
1JIW_276,14.13,1JIW,0,-29.120584,1.329708099,0.4299196,0.006223511,0.3169,432.307,171.779,14.928,1.83,0.0577,-69.51,0.590299
1JIW_277,11.52,1JIW,0,8.041930000000002,1.072568893,0.548646629,0.004107002,0.4493,274.431,107.591,-11.08,5.589,-0.0873,-64.9,0.799187
1JIW_278,11.66,1JIW,0,32.04416,0.272679806,0.11028906,0.003828142,0.2296,880.643,319.839,-2.562,6.519,-0.0141,-68.19,0.589214
1JIW_279,18.75,1JIW,0,-21.44249,1.590851665,-0.501533329,0.004145085,0.3285,235.754,146.131,-19.11,5.079,-0.0116,-48.74,0.75954
1JIW_280,12.2,1JIW,0,46.9871,0.033998013,0.535526872,0.006586425,0.2653,1284.31,317.635,-5.22,0.421,0.2841,-65.24,0.834735
1JIW_281,9,1JIW,1,221.85203,0.806684852,0.283045053,0.006357048,0.2869,2520.79,654.762,-2.342,-1.3,-0.1006,-91.37,0.583369
1JIW_282,12.37,1JIW,0,170.6597,-0.964198589,0.43661353,0.00615305,0.5461,2990.09,822.162,21.449,1.903,0.2131,-136.27,1.140033
1JIW_283,19.28,1JIW,0,39.4419,1.066223145,-0.330728799,0.010245294,0.2383,635.26,96.442,-13.083,0.214,-0.0952,-81.32,0.548827
1JIW_284,8.94,1JIW,1,88.39447999999999,0.820710778,0.504095674,0.003451794,0.4131,1099.22,309.775,-2.278,8.097,-0.1479,-74.8,1.227951
1JIW_285,8.7,1JIW,1,213.4002,1.453747988,-0.06451147,0.00564979,0.2469,3521.62,742.261,12.501,-3.796,0.1494,-69.6,0.232914
1JIW_286,16.58,1JIW,0,35.68441,0.218928576,-1.15201211,0.012627479,0.2274,1026.96,643.716,14.248,2.644,-0.1477,-81.29,0.364113
1JIW_287,20.49,1JIW,0,-21.20385,0.329433441,-0.562990963,0.00029026,0.2325,793.598,96.442,-8.51,3.587,-0.0228,-54.1,0.662527
1JIW_288,9.87,1JIW,1,-11.71284,0.6238783,0.278529406,0.004461708,0.4443,1212.09,229.462,0.009,3.915,-0.2624,-47.53,0.971323
1JIW_289,8.8,1JIW,1,48.793040000000005,0.626677155,0.121683724,0.004499549,0.3501,1374.96,258.362,-7.734,-1.382,-0.0847,-59.43,0.421912
1JIW_290,14,1JIW,0,44.27272000000001,1.642809749,0.093046039,0.006313485,0.2643,1248.54,375.102,-7.693,2.871,-0.0766,-73.12,0.485995
1JIW_291,11.15,1JIW,0,243.44950000000003,1.091531277,0.24313128,0.005991425,0.2745,1944.64,619.776,-3.702,0.955,-0.156,-108.69,0.484834
1JIW_292,18.9,1JIW,0,-11.1754,0.286035419,-0.332508177,0.005296994,0.3139,685.761,242.916,-15.353,4.231,-0.0463,-65.3,0.739291
1JIW_293,18.73,1JIW,0,24.49088,1.479401112,-0.028589461,0.006360972,0.2274,376.639,207.497,-3.368,1.303,-0.0191,-58.47,0.717761
1JIW_294,13.78,1JIW,0,-8.80183,0.373243332,0.179644123,0.014154308,0.253,869.328,295.795,-14.184,2.625,-0.2349,-63.4,0.569561
1JIW_295,9.06,1JIW,1,174.211696,0.45146811,-0.309338719,0.004807518,0.2493,1990.56,489.182,15.692,-0.59,-0.1675,-94.31,0.372428
1JIW_296,21.11,1JIW,0,63.73978,0.077178359,-1.185031891,0.006504788,0.2286,464.07,96.442,16.453,1.483,-0.1595,-116.28,0.001424
1JIW_297,13.14,1JIW,0,108.66218,0.935705006,0.094856694,0.01154964,0.2796,2012.18,636.208,-6.468,-0.252,0.0711,-102.21,0.500089
1JIW_298,8.39,1JIW,1,304.12147,1.639816523,0.207117364,0.005062907,0.6824,3182.39,806.989,-0.139,3.643,-0.0113,-99.29,0.651331
1JIW_299,15.98,1JIW,0,-40.06284,1.390458107,-0.278991103,0.003726232,0.3181,223.138,85.508,-8.917,3.799,-0.0254,-37.77,0.617733
1JIW_300,9.43,1JIW,1,-18.50664,1.295420408,-0.085118167,0.006722482,0.3405,2031.27,663.072,14.669,-1.984,-0.056,-105.1,0.756651
1JIW_301,12.21,1JIW,0,56.21658,1.004602551,0.429918975,0.004375763,0.2433,797.599,347.088,-1.877,4.15,-0.1755,-84.76,1.11416
1JIW_302,11.95,1JIW,0,158.56769000000003,1.106605053,0.08441405,0.003778526,0.65,2147.35,578.675,11.382,1.705,0.1426,-89.36,0.422403
1JIW_303,16.91,1JIW,0,30.62846,0.62153703,-1.005359888,0.001885058,0.2274,1337.75,96.442,1.808,1.24,-0.0405,-59.42,0.679971
1JIW_304,6.03,1JIW,1,13.037199999999997,-1.523615122,0.49586305,0.004130105,0.3468,1598.14,548.002,-11.931,-2.764,0.2044,-93.41,0.800356
1JIW_305,18.62,1JIW,0,-18.9314,1.424758434,-0.278874874,0.006453444,0.2274,139.348,113.471,-13.738,1.695,-0.1109,-41.88,0.77785
1JIW_306,8.52,1JIW,1,205.75377,0.048354626,-0.186509952,0.005996597,0.6487,3089.1,870.414,26.03,-2.366,0.0237,-105.35,0.218565
1JIW_307,19.36,1JIW,0,-31.288536,0.082805514,-0.518545568,0.006154984,0.2274,567.108,185.706,-8.359,2.714,-0.1092,-47.48,0.267563
1JIW_308,16.86,1JIW,0,63.28768000000001,1.669778705,-0.324045986,0.003876543,0.3312,598.211,239.044,-7.788,4.324,-0.1078,-53.09,0.538755
1JIW_309,16.38,1JIW,0,218.82282,1.023385286,-0.677047372,0.034491435,0.2805,2903.95,96.442,9.828,1.232,-0.0338,-112.54,0.410385
1JIW_310,19.02,1JIW,0,33.4546,0.299662232,-1.612805009,0.00422229,0.2739,551.701,215.16,-15.009,4.703,-0.0705,-51.82,0.579499
1JIW_311,9.32,1JIW,1,-10.36203,0.06217587,0.226380929,0.005170719,0.2764,1450.28,301.151,14.512,-1.721,-0.1061,-44.01,0.867554
1JIW_312,17.27,1JIW,0,196.13496,0.900555611,-0.708653629,0.002961066,0.2274,1032.66,96.442,-9.077,2.81,-0.1218,-58.03,0.704313
1JIW_313,8.53,1JIW,1,128.78056,0.059509277,0.358075172,0.003230565,0.3315,987.536,275.669,-8.697,4.643,-0.215,-72.68,0.984938
1JIW_314,19.71,1JIW,0,-39.96658,1.654304266,-0.317802399,0.009388214,0.2301,474.849,129.786,-14.346,0.166,-0.0731,-49.01,0.683145
1JIW_315,10.55,1JIW,1,1.0735999999999954,1.552441478,0.11289829,0.005547424,0.2597,1131.02,259.73,-2.302,1.258,-0.1409,-35.8,0.547619
1JIW_316,17.58,1JIW,0,30.162320000000005,1.324267864,-0.924742877,0.006299781,0.2274,799.466,358.735,-8.653,2.448,-0.0021,-50.26,0.511728
1JIW_317,16.54,1JIW,0,6.816049999999999,1.232078195,-0.806907833,0.005893293,0.2274,606.588,216.829,-6.119,2.617,-0.1272,-38.52,0.465638
1JIW_318,12.67,1JIW,0,78.2783,1.143859386,0.014555028,0.007797746,0.2274,624.129,205.576,1.876,1.492,-0.0237,-73.81,0.801268
1JIW_319,18.99,1JIW,0,25.91394,0.666690111,-0.94959259,0.003823095,0.6163,676.54,96.442,-5.129,-0.388,-0.0013,-77.26,0.448386
1JIW_320,10.9,1JIW,1,83.9607,0.50124836,-0.642395735,0.00373922,0.2472,1864.04,493.626,19.468,1.952,-0.0841,-60.52,0.410315
1JIW_321,9.74,1JIW,1,90.68789,1.083976984,-0.219794855,0.003401366,0.5037,3051.19,606.39,11.478,-2.34,-0.0157,-123.12,0.497672
1JIW_322,5.95,1JIW,1,-34.54751,-0.793542683,0.560793936,0.003756556,0.3995,565.185,175.103,-15.305,-0.95,0.0826,-35.37,0.785681
1JIW_323,20.2,1JIW,0,-38.26492,0.027014971,-0.376093656,0.008540695,0.233,125.001,94.421,-15.445,3.795,-0.0106,-41.05,0.678726
1JIW_324,21.43,1JIW,0,-2.05381,0.262988687,-1.161707401,0.007830321,0.2274,514.166,96.442,4.082,2.014,-0.1966,-74.24,0.001424
1JIW_325,16.23,1JIW,0,-37.44884,0.517756462,-0.335682631,0.003173356,0.2393,515.872,12.348,-18.605,3.77,-0.2415,-32.09,0.696389
1JIW_326,18.94,1JIW,0,-19.82828,0.699060619,-0.122834541,0.005891601,0.2274,538.025,204.506,-7.594,2.306,-0.2359,-52.38,0.663197
1JIW_327,8.29,1JIW,1,97.65668,0.710341454,0.291437685,0.003251197,0.6136,1535.15,322.98,-4.567,2.933,-0.1612,-60.07,0.785646
1JIW_328,14.35,1JIW,0,128.29171,1.009103298,-0.492405266,0.007170276,0.2412,998.434,235.84,2.688,0.353,-0.1099,-99.72,0.55436
1JIW_329,8.88,1JIW,1,-53.55291,0.739194751,0.038340904,0.005717947,0.2679,695.703,231.436,-12.958,-3.174,0.0714,-67.93,0.821971
1JIW_330,11.55,1JIW,0,88.76644999999999,1.900598168,0.463268638,0.005730358,0.6675,1593.42,435.205,-3.27,-2.475,0.0016,-72.23,0.658648
1JIW_331,14.01,1JIW,0,62.38349999999999,0.083498359,-0.616451144,0.004832802,0.2518,1089.89,318.634,7.607,-9.062,0.0982,-99.81,0.798039
1JIW_332,9.38,1JIW,1,371.54804,-0.324054003,0.038384326,0.006922405,0.6283,3040.83,797.425,3.925,3.719,-0.2,-113.99,0.280944
1JIW_333,18.36,1JIW,0,-7.65964,1.090918064,-0.04277508,0.029861569,0.2274,353.055,158.079,-18.93,3.404,-0.2057,-43.22,0.733089
1JIW_334,20.94,1JIW,0,254.05972,0.85957104,-1.001994371,-0.000968617,0.3536,556.47,392.234,1.957,1.538,-0.0049,-75.1,0.290309
1JIW_335,18.05,1JIW,0,74.51848,0.798629045,-0.246006891,0.005927932,0.2896,626.036,96.442,-13.616,5,-0.096,-66.71,0.685197
1JIW_336,12.38,1JIW,0,170.15646,0.177823782,0.550272584,0.004819875,0.2705,1228.19,412.493,2.004,1.845,-0.2545,-91.6,0.895035
1JIW_337,20.35,1JIW,0,-36.54049,0.311526418,-0.787081838,0.003997392,0.2438,471.139,188.84,-9.229,2.459,-0.0529,-32.35,0.624033
1JIW_338,12.89,1JIW,0,102.48075,1.096071005,0.414555281,0.008523849,0.2482,2057.25,538.316,-12.643,2.576,0.1155,-123.79,0.776138
1JIW_339,12.05,1JIW,0,162.43420000000003,-0.091085792,0.194385797,0.004928463,0.2438,1827.2,552.934,6.347,2.337,-0.1755,-122.28,0.996851
1JIW_340,17.18,1JIW,0,-1.12249,0.840907335,-1.335623026,0.004468438,0.2341,780.527,352.333,-1.868,1.381,-0.2384,-69.22,0.916987
1JIW_341,20.12,1JIW,0,-48.39272,1.769989848,-0.577839732,0.030641146,0.2426,441.991,204.621,-9.607,2.428,-0.0161,-65.51,0.656151
1JIW_342,19.55,1JIW,0,-45.76958,0.431610465,-0.903250098,0.00568107,0.2274,222.275,132.941,-11.882,2.602,-0.1193,-49.88,0.709705
1JIW_343,16.84,1JIW,0,-24.68168,1.283623099,-0.532406271,0.011181315,0.2274,644.213,254.166,-4.715,3.011,-0.1245,-50.95,0.787497
1JIW_344,19.21,1JIW,0,-11.42104,1.164373398,-0.522583127,0.003750309,0.3054,262.084,127.127,-18.418,4.409,-0.1315,-40.77,0.613771
1JIW_345,13.68,1JIW,0,33.72686,-0.000856876,0.575935841,0.005621059,0.2783,1470.25,392.684,-3.38,1.774,0.0632,-80.15,0.509895
1JIW_346,18.6,1JIW,0,-38.88576,0.034790874,-0.537131906,0.006326777,0.3499,453.16,137.491,-11.646,2.386,-0.1072,-58.46,0.539569
1JIW_347,8.81,1JIW,1,-49.254869,0.79835248,0.565392971,0.002770897,0.3611,676.748,143.88,-13.651,5.315,-0.1921,-38.52,1.008865
1JIW_348,6.77,1JIW,1,38.24589999999999,0.451784253,0.295036256,0.004757532,0.5478,1029.84,363.523,-12.314,-3.449,0.0706,-69.06,0.463967
1JIW_349,12.82,1JIW,0,75.94700999999999,0.463972569,0.578182518,0.007048781,0.2971,1692.04,476.386,-10.739,1.008,-0.0736,-104.29,0.9486
1JIW_350,10.16,1JIW,1,226.51076,0.034953952,0.179702133,0.006054051,0.2997,2006.21,601.55,9.223,1.915,-0.3851,-58.93,0.828777
1JIW_351,13.59,1JIW,0,164.19086,1.001453757,-0.407346636,0.007761979,0.2299,1090.06,392.967,8.123,1.984,-0.1463,-71.69,0.487864
1JIW_352,14.13,1JIW,0,202.8506,0.610987008,-0.253563911,0.016910354,0.3075,1401.13,96.442,9.172,2.892,0.1796,-131.06,0.567978
1JIW_353,22.21,1JIW,0,123.09651,0.544713616,-0.995498359,0.006170425,0.2274,1392.36,71.849,14.466,2.707,-0.3501,-72.66,0.001424
1JIW_354,17.11,1JIW,0,-37.26464,0.719984114,-0.705414176,0.003532929,0.2274,792.98,316.472,-11.758,3.145,-0.2031,-53.76,0.707852
1JIW_355,9.11,1JIW,1,-27.10122,1.21800518,-0.230285451,0.005048278,0.2978,330.498,154.54,8.172,-1.016,-0.0776,-74.66,0.630814
1JIW_356,12.47,1JIW,0,-10.18746,1.934832335,0.232352242,0.005641846,0.2824,1083.57,230.835,-11.477,0.679,0.1867,-60.84,0.463933
1JIW_357,12.19,1JIW,0,26.25911,1.20150876,0.787163734,0.00405999,0.2304,1328.37,455.326,0.294,3.966,-0.3125,-54.67,0.907677
1JIW_358,10.55,1JIW,1,258.0594646,1.182960749,0.195522174,0.006841674,0.6006,4203.29,828.024,11.495,-0.503,-0.1568,-97.86,0.287894
1JIW_359,10.37,1JIW,1,3.57592,0.380392194,0.06430985,0.004313927,0.5664,380.177,144.259,7.444,2.661,-0.0693,-43.46,0.727747
1JIW_360,10.03,1JIW,1,163.7606,1.644633055,-0.120145686,0.006592747,0.5488,3147.65,719.659,14.898,-3.365,0.0032,-97.52,0.325393
1JIW_361,16.18,1JIW,0,-26.87746,0.798696578,-0.356967896,0.002156841,0.3265,444.683,217.606,-14.094,3.936,-0.26,-60.87,0.584261
1JIW_362,19.92,1JIW,0,-9.23213,0.015697122,-0.503347754,0.00498494,0.2469,292.556,120.184,-9.126,1.92,-0.0244,-40.43,0.558011
1JIW_363,18.24,1JIW,0,9.77653,1.654537439,-0.156090379,0.005250169,0.2274,103.512,88.312,-7.123,1.405,-0.1601,-38.71,0.712432
1JIW_364,10.95,1JIW,1,195.157,1.37106216,0.080942936,0.005640503,0.272,2581.46,766.834,-1.497,1.437,-0.0102,-119.62,0.355615
1JIW_365,8,1JIW,1,2080.02304,-0.077834368,0.237054244,0.006761652,0.689,4165.03,846.822,4.288,3.185,0.2617,-109.33,0.590408
1JIW_366,16.17,1JIW,0,-58.56898,0.954946756,-0.144490287,0.00268033,0.2595,114.587,94.235,-18.405,3.801,-0.2755,-44.16,0.667961
1JIW_367,10.15,1JIW,1,41.24256,0.206257224,-0.309918821,0.00349746,0.3974,1316.93,412.906,0.739,-1.237,0.0119,-70.89,0.533121
1JIW_368,8.15,1JIW,1,337.55956000000003,0.727301061,-0.430252969,0.00596902,0.3329,4679.38,932.222,20.167,-2.92,0.0424,-84.82,-0.289475
1JIW_369,13.01,1JIW,0,79.93847999999998,0.793326139,-0.29992339,0.007081719,0.2574,803.094,273.866,-2.734,-1.858,-0.0842,-66.32,0.29067
1JIW_370,18.46,1JIW,0,5.7984300000000015,0.22292316,-0.831088543,0.006625974,0.4375,976.97,96.442,-10.048,1.434,-0.0675,-60.46,0.209037
1JIW_371,10.91,1JIW,1,224.9686,0.062165618,0.556643903,0.005065721,0.2636,2820.52,835.811,1.504,4.901,-0.1328,-70.31,0.613409
1JIW_372,20.91,1JIW,0,85.06897,0.015451193,-0.587775409,0.036157507,0.272,513.28,71.849,3.445,1.568,-0.0587,-55.66,0.497004
1JIW_373,18.75,1JIW,0,83.76026,1.348820567,-0.26161027,0.012357447,0.2326,1107.81,96.442,-12.045,1.786,-0.2409,-84.97,0.411245
1JIW_374,5.48,1JIW,1,224.56647,1.042099953,0.157605052,0.004222323,0.34,2379.42,598.698,5.304,-5.357,0.23,-108.99,0.297153
1JIW_375,20.61,1JIW,0,-19.543472,0.483777285,-0.376655906,0.004826731,0.2274,361.853,71.849,-14.347,4.39,-0.0889,-40.93,0.581691
1JIW_376,17.87,1JIW,0,90.01219999999999,1.437586188,-0.898998857,0.013863451,0.2274,302.752,166.939,-9.007,2.784,-0.0212,-54.68,0.001424
1JIW_377,15.14,1JIW,0,-53.61222,0.070062518,0.000179132,0.002980674,0.2274,406.113,236.095,2.462,-0.17,-0.1398,-57.83,0.928656
1JIW_378,19.73,1JIW,0,19.69676,0.786759377,-1.612805009,0.005080226,0.3129,201.788,137.503,-17.538,2.736,-0.0965,-40.93,0.646002
1JIW_379,10.89,1JIW,1,147.68426,0.367063999,-0.181477427,0.004473106,0.3702,3628.87,935.524,8.583,-2.706,0.165,-119.63,0.309377
1JIW_380,18.55,1JIW,0,-18.441178,1.58618629,-0.350573599,0.007564152,0.2274,411.204,195.406,-7.863,0.77,-0.1853,-45.22,0.62722
1JIW_381,11.16,1JIW,0,196.7384,1.776544333,-0.170374468,0.002640725,0.2308,3095.01,799.219,22.849,2.798,-0.0074,-96.49,-0.056586
1JIW_382,18.19,1JIW,0,88.02539399999999,1.79169178,-0.025451137,0.00652708,0.2274,307.916,129.695,-12.245,2.055,-0.1383,-65.16,0.79791
1JIW_383,10.81,1JIW,1,288.50579,-0.014517903,-0.672156811,0.006353215,0.5078,4961.21,1115.953,17.626,-3.259,0.0798,-114.13,0.120961
1JIW_384,12.87,1JIW,0,178.614674,1.440942526,0.611155868,0.007356794,0.2468,2501.34,676.667,-8.628,0.008,0.1895,-122.25,0.533023
1JIW_385,8.58,1JIW,1,52.57164,0.207199812,0.277820945,0.005086806,0.6908,1204.55,367.137,3.211,2.937,-0.0721,-61.09,1.161294
1JIW_386,18.88,1JIW,0,-23.69439,1.434905529,-0.576709628,0.009044508,0.2274,446.528,198.348,-9.754,-0.458,-0.027,-54.68,0.65405
1JIW_387,12.88,1JIW,0,55.7349,1.250163555,-0.043289345,0.005189187,0.3792,1538.04,347.4,4.53,5.05,0.0508,-63.72,0.356441
1JIW_388,10.44,1JIW,1,110.0155,1.051743031,-0.154740885,0.006095904,0.3796,1693.4,431.268,13.679,-3.06,0.1263,-69.51,0.228663
1JIW_389,10.64,1JIW,1,26.436100000000003,0.905191362,-0.442105591,0.005986823,0.3077,1761.18,452.762,9.346,-1.509,0.1373,-79.27,0.590293
1JIW_390,18.7,1JIW,0,-53.47284,1.533871293,-0.115954526,0.007012451,0.2274,269.657,125.703,-12.993,1.351,-0.1192,-46.39,0.765077
1JIW_391,17.41,1JIW,0,84.63543,0.224029064,-0.991977453,0.006534308,0.2341,686.42,96.442,0.722,2.755,-0.0194,-77.79,0.618062
1JIW_392,11.03,1JIW,0,80.68350000000001,-0.734934747,-0.626746058,0.001941522,0.2628,3945.7,864.308,11.627,-2.694,0.1741,-114.82,0.290738
1JIW_393,16.95,1JIW,0,10.234579999999996,0.939920783,-1.619550228,0.003292036,0.2346,444.369,216.351,-3.845,-0.712,-0.0997,-53.52,0.538456
1JIW_394,6.3,1JIW,1,67.26498,-1.635143995,0.54462868,0.00440861,0.2435,1178.67,411.536,-10.226,-2.208,0.3011,-81.04,0.703357
1JIW_395,19.6,1JIW,0,9.768659999999995,0.831864715,-1.071672201,0.003796063,0.2274,244.524,72.523,-13.363,1.498,-0.119,-54.37,0.550703
1JIW_396,12.21,1JIW,0,-20.58968,-0.089319468,-0.422561169,0.004518892,0.2722,682.81,285.317,5.862,-5.239,0.087,-83.34,0.936116
1JIW_397,9.29,1JIW,1,90.64235,0.703786433,0.384310544,0.002962892,0.3378,1159.08,267.847,-6.57,6.609,-0.1385,-63.65,0.933829
1JIW_398,13.28,1JIW,0,30.953517999999995,1.670984507,0.109119438,0.007827308,0.2287,214.822,164.906,1.624,2.032,-0.1461,-60.96,0.897263
1JIW_399,18.77,1JIW,0,10.698109999999998,1.315500736,-0.697211564,0.005675142,0.3115,594.223,168.867,-10.549,3.143,-0.039,-57.45,0.54922
1JIW_400,20.1,1JIW,0,3.2003999999999966,1.381728292,-0.7554124,0.009174574,0.24,390.155,71.849,-7.135,3.152,-0.0389,-54.04,0.524142
1EER_1,12.79,1EER,0,-96.21235,1.054413319,-1.160826921,0.010279951,0.2405,1769.94,237.33,-32.093,5.718,-0.0285,-117.74,1.313014
1EER_2,13.44,1EER,0,-105.67877,0.693285704,-0.517933071,0.009218252,0.2876,568.275,270.607,-36.678,8.401,-0.2557,-73.27,1.266574
1EER_3,12.3,1EER,0,-85.47145,0.657068968,-1.153555036,0.010279951,0.2362,1706.23,555.71,-17.972,3.607,0.2035,-116.55,0.957375
1EER_4,13.02,1EER,0,-115.18753,0.956062496,-1.305599809,0.010279951,0.2855,969.29,371.155,-44.65,6.033,-0.1257,-96.58,1.28329
1EER_5,12.88,1EER,0,-87.9299,-1.00256443,-1.179127932,0.010279951,0.2897,2221.19,220.406,-20.873,5.233,0.0175,-118.88,1.074762
1EER_6,19.32,1EER,0,-88.6857,0.760349035,-0.114812635,0.003268044,0.1422,925.811,96.442,-9.862,5.218,-0.0146,-92.75,2.09855
1EER_7,13.67,1EER,0,-80.8431,1.290031075,-0.635326207,0.006789326,0.2632,1159.33,197.489,-27.193,7.869,-0.2325,-97.05,1.159034
1EER_8,12.46,1EER,0,-83.40334692,0.255021691,-0.988584101,0.010279951,0.2601,1081.21,355.787,-23.929,2.744,0.1187,-95.81,1.021142
1EER_9,15.15,1EER,0,-62.15537,0.781842172,-0.582180798,0.04647937,0.3646,657.503,92.318,-8.299,5.519,-0.2967,-82.3,0.733302
1EER_10,8.72,1EER,1,-117.1181,-1.014923811,0.158493116,0.085173562,0.3821,1672.69,656.06,-31.868,2.624,-0.0888,-112.31,1.14741
1EER_11,13.25,1EER,0,-101.34984,0.332963943,-0.858083129,0.010628504,0.2923,730.565,296.246,-33.772,8.394,-0.1573,-75.82,1.23942
1EER_12,13.54,1EER,0,-104.17914,1.372773409,-1.138833046,0.010279951,0.301,1585.37,402.678,-41.542,6.113,-0.0346,-99.4,0.91225
1EER_13,12.98,1EER,0,-91.01673,0.213804841,-0.658839643,0.01702404,0.3647,1815.13,288.332,-17.006,9.407,-0.2172,-81.43,0.961228
1EER_14,20.89,1EER,0,-106.80069,0.020177364,-0.026390625,0.003939233,0.2274,918.627,96.442,-13.43,5.218,-0.0512,-88.59,1.406728
1EER_15,12.83,1EER,0,-84.98256,0.879499137,-0.716346443,0.010279951,0.2439,1063.81,423.006,-40.421,5.117,-0.1275,-72.72,1.099994
1EER_16,13.28,1EER,0,2098.2921,0.757126272,-1.407304049,0.015564139,0.2459,625.38,231.982,-29.454,4.271,-0.1824,-123.67,0.762673
1EER_17,9.21,1EER,1,-142.26752,-0.69163245,-0.43110007,0.033010609,0.6007,1873.63,672.809,-37.764,4.067,0.1582,-117.53,0.855744
1EER_18,13,1EER,0,-115.71637,0.057270288,-0.98097533,0.010279951,0.2383,1005.03,285.723,-30.061,5.032,-0.2843,-138.6,0.733794
1EER_19,15.31,1EER,0,-63.21135,1.024726391,-0.552217364,0.02159965,0.3318,867.114,96.442,-7.88,6.536,-0.1616,-94.47,0.845569
1EER_20,19.81,1EER,0,-61.8513,1.891220927,-0.548311472,0.009954046,0.2274,1002.49,96.442,-17.046,5.802,-0.0163,-38.17,0.852218
1EER_21,19.73,1EER,0,-91.5,0.134635091,-0.06094218,0.003304875,0.1541,792.57,287.619,-7.368,4.64,-0.0518,-104.17,2.000301
1EER_22,14.08,1EER,0,-105.586874,1.042591572,-0.945035458,0.010279951,0.236,634.83,171.95,-27.159,-0.508,-0.3836,-115.89,1.338336
1EER_23,12.96,1EER,0,-63.45734,0.964284778,-0.637221575,0.010279951,0.2797,517.448,269.564,-24.888,5.431,-0.1171,-77.26,1.065956
1EER_24,13.09,1EER,0,-81.466885,0.024552464,-0.985799968,0.010279951,0.2388,1106.6,357.989,-23.184,3.164,-0.301,-155.21,0.556587
1EER_25,13.16,1EER,0,-100.05497,0.971648753,-1.435301304,0.010279951,0.2703,1404.55,183.743,-42.938,6.235,-0.2323,-98.86,1.138395
1EER_26,8.33,1EER,1,-130.37853,-0.664048314,-0.212797761,0.081162579,0.5294,2094.18,811.523,-47.269,5.604,0.194,-108.3,0.812415
1EER_27,16.75,1EER,0,-87.42785,0.22996223,-0.560481966,0.03875643,0.2475,639.77,143.837,-34.801,2.424,-0.119,-68.04,0.256858
1EER_28,21.01,1EER,0,-95.78693,1.950317144,-0.06094218,0.008079115,0.2274,502.32,204.748,-3.519,4.066,-0.2861,-35.27,0.933384
1EER_29,19.8,1EER,0,108.142341,1.95527792,-0.548311472,0.009774856,0.2274,1629,178.453,-15.875,8.03,-0.0871,-50.18,0.709472
1EER_30,22.82,1EER,0,-42.19492,1.943689942,-1.398920846,0.009732756,0.2274,707,96.442,-3.372,5.093,-0.1794,-90.06,1.023082
1EER_31,16.74,1EER,0,-92.12391,0.007246494,-0.433644861,0.00910609,0.2353,736.183,299.517,-2.031,2.706,-0.1725,-37.11,0.927617
1EER_32,20.22,1EER,0,-97.1226,0.289586902,-0.292601824,0.00029026,0.1477,655.304,96.442,-4.836,4.273,-0.1568,-85.05,1.888249
1EER_33,13.54,1EER,0,-81.866798,0.01804626,-0.50696826,0.005589506,0.2564,571.997,204.137,-18.197,5.042,0.0632,-78.3,1.038636
