PDB,label,PID,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,PIsToN,GNN-DOVE,DeepRank-GNN,dMaSIF
2GHW-model-75-neg,0,2GHW,-52.61598,-173.355,1.002,-2.753,5.186,-0.1247,0.35,0.805272,1.726853132,0.2274,0.007300453,-0.492089361
2GJV-model-3-neg,0,2GJV,-108.18294,-89.315,-4.369,-32.915,5.83,-0.3428,-51.3,1.252342,0.776587129,0.3056,0.119604275,1.083374977
2GJV-model-32-pos,1,2GJV,-39.3725378,-142.939,-2.595,-28.996,3.598,-0.1613,-22.33,0.997289,1.029395461,0.2274,0.00953405,0.986621201
2GKW-model-12-pos,1,2GKW,-35.93246,12.9662,0.347,4.98,-0.518,-0.136,-8.91,0.293099,-0.49543035,0.3914,0.00528065,-0.024698669
2GKW-model-58-neg,0,2GKW,-26.88059,-34.2778,9.355,-0.351,1.506,-0.1727,-29.16,0.691348,1.889532566,0.3511,0.03301654,-0.334960669
2GQS-model-1-pos,1,2GQS,-132.1977,-89.7026,-0.166,-19.359,-3.401,0.0017,-3.95,0.433639,-1.753039122,0.2274,0.013899159,2.767441988
2GQS-model-24-neg,0,2GQS,-74.08752,-400.599,-11.379,-41.412,16.551,-0.397,-78.96,2.224933,1.256232023,0.2274,0.004919419,0.282054603
2GS7-model-20-neg,0,2GS7,279.5736,0.0526964,10.984,46.561,-2.891,0.1151,66.7,0.424832,1.926969528,0.3383,0.005484704,-0.652747333
2GS7-model-3-pos,1,2GS7,-58.27725,-2.14203,36.146,-22.558,3.527,-0.0588,-6.56,1.132027,1.05892992,0.3271,0.00911266,1.610283136
2GT2-model-62-neg,0,2GT2,-66.93,-124.996,-2.253,-26.47,4.255,-0.1727,-17.45,1.1891,1.559992075,0.2599,0.147307307,-0.547091603
2GT2-model-66-pos,1,2GT2,-62.24106,-93.1499,-2.497,-21.334,6.239,-0.1057,-11.26,1.132576,1.485825777,0.2621,0.018917209,0.541233242
2H1T-model-1-pos,1,2H1T,-415.8528,-143.606,-1.24,-4.732,5.243,-0.0473,4.57,0.608818,-1.814062715,0.1401,0.029878452,2.104575396
2H1T-model-4-neg,0,2H1T,-75.98135,-819.75,-45.586,-120.614,38.96,-1.5289,-273.12,4.302838,1.753733277,0.2274,0.010279951,-1.908235908
2H3N-model-64-neg,0,2H3N,-29.546292,-18.4636,-1.439,8.528,-2.633,0.0011,-3.4,0.49756,1.949169636,0.2274,0.016780788,-1.261335969
2H3N-model-7-pos,1,2H3N,-94.9238,-104.606,37.773,-31.53,9.03,-0.4857,-115.78,1.674419,-1.89236033,0.6094,0.007108647,1.739552736
2H5K-model-1-pos,1,2H5K,-364.6364,-199.315,2.672,-28.319,26.606,-0.116,13.04,0.892599,-1.90935874,0.2176,0.295439363,1.94516623
2H5K-model-15-neg,0,2H5K,-102.7094,-855.786,-30.386,-112.49,67.63,-1.1237,-294.22,6.049115,1.914913297,0.3281,0.006716637,-0.770760596
2HAX-model-1-pos,1,2HAX,-389.9455,-158.136,33.174,-19.138,11.084,-0.1098,-34.82,0.932846,-1.867948532,0.1317,0.048387039,1.320944786
2HAX-model-26-neg,0,2HAX,-82.59668,-623.429,-31.33,-66.88,25.949,-1.322,-294.64,4.294045,1.492881775,0.5154,0.012807301,0.432750612
2HD3-model-45-neg,0,2HD3,-38.17034,-23.9243,-1.575,-4.383,1.314,-0.1401,-38.2,1.075715,0.861782372,0.2636,0.010279951,0.985084474
2HD3-model-77-pos,1,2HD3,-46.88049,-54.7197,-2.672,-13.763,1.229,-0.2316,-32.92,0.563861,-1.276355028,0.2274,0.009805292,1.393670321
2HEY-model-24-pos,1,2HEY,-80.1117,-33.2739,-0.303,-2.74,-0.015,0.048,-0.1,0.113599,0.324088573,0.2274,0.00637905,0.023195699
2HEY-model-72-neg,0,2HEY,-37.602238,-113.663,7.301,-10.176,4.152,-0.2396,-9.63,0.811995,1.96470499,0.2274,0.009668794,-1.758514524
2HJ1-model-1-pos,1,2HJ1,-412.281324,-38.954,7.438,1.809,2.005,-0.0031,-2.25,0.338382,-1.891033053,0.1448,0.211909384,2.272535801
2HJ1-model-29-neg,0,2HJ1,-73.27945,-604.631,-45.313,-48.479,12.859,-1.7582,-431.44,6.606686,1.961742759,0.2892,0.009324275,-0.46656388
2HL3-model-1-pos,1,2HL3,-251.912254,256.883,29.7,18.596,-3.114,-0.0303,11.7,0.211033,-1.863254666,0.2359,0.010279951,2.291567087
2HL3-model-58-neg,0,2HL3,-30.86248,-489.526,-30.335,-26.807,8.188,-1.171,-328.33,4.735934,1.902176976,0.3189,0.009082847,-0.151667103
2HQH-model-31-pos,1,2HQH,-47.02485,-11.4881,0.458,-12.074,0.254,-0.0695,8.03,0.262351,0.43389976,0.2839,0.007636963,0.573848307
2HQH-model-90-neg,0,2HQH,-26.8937,-73.6206,-1.285,-21.371,4.384,0.0564,1.33,0.398735,1.928218842,0.2704,0.006057602,-0.421216339
2HQL-model-1-pos,1,2HQL,-204.8959,-100.293,1.451,5.054,5.306,-0.0845,6.71,0.309228,-1.877001524,0.6242,0.573571086,1.928737998
2HQL-model-6-neg,0,2HQL,-31.35529639,-415.557,-13.455,-61.783,26.213,-0.6659,-144.25,2.950049,1.922518015,0.2919,0.010279951,-0.819136083
2HTB-model-25-neg,0,2HTB,-63.88877,1682.58,169.098,9.931,-6.319,-0.1597,-5.1,0.189523,1.95077002,0.2274,0.005684297,0.216198698
2HTB-pos,1,2HTB,-156.003,-44.2627,-5.942,-7.587,0.766,-0.1614,-20.74,0.825136,-0.084504962,0.3629,0.003207908,0.022564968
2HVB-model-5-pos,1,2HVB,-83.16784,280.528,75.546,-14.076,2.451,-0.1291,-24.31,0.593744,0.917613626,0.2274,0.010279951,0.577067971
2HVB-model-99-neg,0,2HVB,-67.87962,-144.44,12.164,-21.409,5.624,-0.0377,-28.48,0.623063,1.938871026,0.2274,0.007401587,0.264050215
2HVY-model-1-pos,1,2HVY,-289.1577,-134.389,1.402,3.983,4.991,-0.0841,26.26,0.345953,-1.909433365,0.622,0.014564285,1.987423062
2HVY-model-38-neg,0,2HVY,-66.42444,-621.709,-14.593,-90.014,16.392,-0.8589,-144.44,3.029223,1.900077939,0.2648,0.005971075,-0.569365501
2HWJ-model-15-neg,0,2HWJ,-70.0594,173.876,52.048,-5.536,-2.638,0.0851,0.77,0.423856,0.428987265,0.2903,0.007340972,-1.751850009
2HWJ-model-4-pos,1,2HWJ,-155.0092,468.631,110.135,-34.67,11.163,-0.4486,-87.18,1.466706,-0.654056311,0.4771,0.020790357,2.126939774
2HZM-model-7-pos,1,2HZM,-56.21904,-120.121,-3.879,-22.393,4.154,-0.1316,-41.68,0.956522,-1.216708302,0.2287,0.006592766,2.113084316
2HZM-model-97-neg,0,2HZM,-67.14296,-87.5601,1.776,-13.717,0.342,-0.429,-20.05,1.145709,1.534034133,0.2274,0.010519473,-0.131798223
2I04-model-11-pos,1,2I04,-58.91902,-47.2368,-0.867,5.903,0.661,-0.0908,8.44,0.384511,-1.544264793,0.3098,0.019532606,2.835794687
2I04-model-40-neg,0,2I04,-37.48953,-84.2566,-4.273,-23.951,2.668,-0.3148,-26.4,1.335813,1.944330692,0.2727,0.004121625,-0.35657689
2I5G-model-1-pos,1,2I5G,-171.8336,-27.631,33.33,7.519,-1.338,-0.0524,-3.87,0.641646,0.065848947,0.2287,0.006660366,0.457841367
2I5G-model-74-neg,0,2I5G,-56.72504,-239.193,-4.047,-6.568,4.708,-0.0476,-1.17,1.567871,1.955249548,0.2274,0.007189809,-0.852614403
2I7R-model-11-pos,1,2I7R,-86.70044,-25.4234,-1.219,-4.252,1.494,0.011,-9.84,0.358202,1.023348808,0.2922,0.006166482,1.333512783
2I7R-model-88-neg,0,2I7R,-56.53897,-31.9832,48.714,-23.806,7.995,-0.098,-53.57,1.194667,1.808665037,0.2525,0.005798556,-2.196942329
2IA9-model-3-pos,1,2IA9,-102.684,-39.609,5.627,6.976,-0.143,-0.0768,0.4,0.554092,-1.189395428,0.4932,0.152372226,1.729879618
2IA9-model-92-neg,0,2IA9,-67.7833,-64.026,14.264,-29.238,9.932,-0.1474,-48.02,1.151769,1.945599794,0.2762,0.006137327,-0.901504457
2IDO-model-27-pos,1,2IDO,-67.92708,116.373,-1.39,6.64,1.549,-0.0373,14.89,0.340239,-1.341067076,0.3879,0.008339616,0.918663144
2IDO-model-85-neg,0,2IDO,-13.95374,-195.416,-2.454,-32.921,7.343,-0.165,-25.86,1.30491,1.949166417,0.2274,0.007221061,-0.424061716
2IJ0-model-1-pos,1,2IJ0,-126.3145,-99.7553,-1.586,-5.776,2.399,0.0405,-3.39,0.658989,-0.031111479,0.1515,0.010279951,0.726371884
2IJ0-model-79-neg,0,2IJ0,-54.52865,-177.254,-8.368,-27.895,4.537,-0.1584,-29.5,0.780999,1.932995319,0.2274,0.007968293,-3.172764301
2IO1-model-20-pos,1,2IO1,-102.14926,-120.868,-0.027,5.818,2.246,-0.0335,8.99,0.381717,1.018812656,0.233,0.00734678,0.02669804
2IO1-model-44-neg,0,2IO1,-30.17664,-148.354,22.445,-41.182,2.033,-0.2914,-23.58,0.856442,1.668110132,0.2274,0.005269394,-0.02567308
2IQH-model-1-pos,1,2IQH,-258.7035,163.793,38.752,60.818,-9.841,0.0268,29.24,0.674394,-1.922095418,0.2274,0.006002953,0.653920114
2IQH-model-9-neg,0,2IQH,-70.1038,-548.203,-15.839,-54.705,19.535,-0.847,-165.55,3.352938,1.961368203,0.2502,0.005576844,-0.954685092
2IWO-model-2-pos,1,2IWO,-79.38396,100.488,12.471,-13.818,4.426,-0.0366,-16.04,0.710816,-1.240638494,0.3574,0.24443388,0.649166882
2IWO-model-61-neg,0,2IWO,-39.93778,-123.495,-6.787,-37.108,4.805,-0.3226,-44.04,1.271855,1.525657654,0.2584,0.010279951,-0.199565634
2IWP-model-1-pos,1,2IWP,-154.8064,-77.1829,5.219,-11.647,4.074,-0.2276,-31.03,0.938106,-1.803497791,0.3847,0.12988916,1.163151979
2IWP-model-9-neg,0,2IWP,-55.92707,-299.311,-13.005,-30.235,6.898,-0.6663,-121.6,2.27182,0.608973563,0.2546,0.020716846,0.573797107
2IY1-model-1-pos,1,2IY1,-230.38987,289.187,51.546,-2.652,-4.535,-0.0389,27.18,0.609149,-1.874900222,0.2729,0.005187771,0.68031323
2IY1-model-50-neg,0,2IY1,-55.37243,-517.525,-15.096,-58.03,6.453,-0.6477,-104.49,2.233946,1.91142416,0.3311,0.006449556,-0.770857394
2J12-model-1-pos,1,2J12,-149.7488,-55.7241,3.127,-3.921,-0.283,-0.044,7.86,0.480446,-1.661171913,0.2805,0.007009424,0.325835556
2J12-model-61-neg,0,2J12,-45.90724,-197.043,-5.215,-16.592,-1.587,-0.3137,-45.36,1.171219,1.205619454,0.3104,0.006043291,-1.018813491
2J7Q-model-1-pos,1,2J7Q,-144.6926,-25.4148,3.233,0.92,-1.313,-0.018,17.51,0.203866,-1.450660467,0.2499,0.010279951,1.566632152
2J7Q-model-8-neg,0,2J7Q,12.738278999999997,-215.971,-10.216,-32.696,8.492,-0.4534,-58.76,1.272915,1.927508593,0.2473,0.00782621,-1.741950035
2JG8-model-1-pos,1,2JG8,-140.99352,-61.8431,1.403,-32.511,16.342,-0.0817,-32.59,1.346473,-0.451841474,0.3067,0.010238429,2.055293083
2JG8-model-3-neg,0,2JG8,-97.94914,-284.533,-9.908,-40.789,15.747,-0.5366,-76.24,2.126181,0.056185007,0.36,0.010279951,1.115540743
2JJT-model-2-pos,1,2JJT,-104.44194,197.064,2.592,11.454,-1.542,0.0143,9.37,0.545213,0.388164997,0.2972,0.008666378,1.030490518
2JJT-model-50-neg,0,2JJT,-40.42292,-169.957,-2.094,-18.255,0.905,-0.2662,-24.52,0.96978,1.196077347,0.2912,0.003219213,-0.406842768
2JOD-model-4-pos,1,2JOD,-59.79712,-121.394,12.544,-17.405,15.164,0.087,-1.88,0.699419,0.076505423,0.3481,0.003573485,1.384880066
2JOD-model-7-neg,0,2JOD,-65.29352,-182.182,3.083,-60.154,15.492,-0.1981,-35.27,0.908108,1.041445136,0.3469,0.007412058,-0.922824502
2K2S-model-1-pos,1,2K2S,-60.97443,33.0389,-0.139,-3.955,-5.752,0.0361,-4.92,0.451033,-1.865173101,0.4845,0.010279951,1.781365633
2K2S-model-99-neg,0,2K2S,55.380678,-297.504,-4.401,-33.906,-9.401,-0.4916,-157.1,2.336119,1.573237419,0.3293,0.037138652,-0.130163059
2KAI-model-1-pos,1,2KAI,-445.5652,-90.352,0.675,-18.603,21.839,-0.2587,-45.01,0.830397,-1.885949969,0.0852,0.081533961,2.111901522
2KAI-model-45-neg,0,2KAI,-57.94005,-452.541,47.029,-138.333,91.507,-1.5019,-467.53,6.520576,0.578849554,0.3788,0.006392499,0.090142906
2NN3-model-1-pos,1,2NN3,-165.49903,1216.68,5.537,6.711,3.07,-0.0995,-18.56,0.458652,-1.681667805,0.3353,0.010279951,2.123546839
2NN3-model-94-neg,0,2NN3,-84.85326,148.271,-49.463,-28.096,10.293,-0.7485,-105.1,2.487252,1.901630759,0.2355,0.004804896,0.018769128
2NQD-model-57-pos,1,2NQD,-119.0312,-69.1508,2.495,2.236,-1.949,-0.0112,9.09,0.619803,-1.083913803,0.2644,0.005598821,0.485425711
2NQD-model-75-neg,0,2NQD,-58.59489,-185.668,-1.669,-37.2,8.333,-0.1985,-20.68,1.109065,1.953061342,0.2332,0.006883368,-1.412477732
2NU1-model-1-pos,1,2NU1,-125.5133,-51.9125,-1.487,-5.149,-0.187,-0.047,18.36,0.435787,-1.055750966,0.3217,0.068715081,1.173441291
2NU1-model-70-neg,0,2NU1,-50.20654,-113.323,-9.386,-22.58,-0.681,-0.4276,-35.29,0.764175,1.934549451,0.2323,0.00532283,-0.538622439
2O8Q-model-15-neg,0,2O8Q,-77.9584,-190.137,-0.029,-29.351,23.259,-0.3476,-51.99,1.717433,0.714839578,0.3449,0.010279951,-0.697906852
2O8Q-model-17-pos,1,2O8Q,-106.4937,793.941,44.44,-55.358,30.418,-0.426,-65.94,2.470615,0.110998988,0.6332,0.0230936,1.022318244
2O9Q-model-19-pos,1,2O9Q,-2.30727251,-66.3829,-1.199,-12.924,4.491,-0.0631,2.37,0.304053,1.877883196,0.2929,0.004374296,0.384417772
2O9Q-model-52-neg,0,2O9Q,98.88696,-53.5479,-1.385,-0.206,3.345,-0.0954,1.4,0.625992,0.920319319,0.2773,0.007268349,0.610200405
2OIN-model-86-neg,0,2OIN,32.427256,-46.7059,-0.841,1.951,0.151,-0.018,-6.32,0.333755,1.482643604,0.2831,0.103052609,-1.284267783
2OIN-model-97-pos,1,2OIN,2875.891565,-63.5507,2.345,-1.351,1.109,-0.1631,-32.25,0.61958,0.231127024,0.3401,0.229090884,0.228585422
2OKQ-model-1-pos,1,2OKQ,-425.7441,545.793,68.828,-9.166,14.127,-0.1647,3.11,0.414863,-1.89786911,0.2154,0.042307597,2.222504377
2OKQ-model-71-neg,0,2OKQ,-72.18641,-772.523,-42.315,-113.129,53.513,-1.4205,-264.39,4.618654,1.37129581,0.3234,0.004310379,0.307987064
2OPI-model-73-pos,1,2OPI,-69.39106,-67.2165,-2.758,-11.63,1.088,-0.059,-0.97,0.561718,0.037077188,0.2274,0.006325824,0.893114328
2OPI-model-91-neg,0,2OPI,-55.81754,-97.9922,12.44,-20.84,0.688,-0.1313,-22.94,0.884123,1.184313774,0.2274,0.005485468,-1.187661052
2OS5-model-3-pos,1,2OS5,-97.2614,-63.2483,7.782,-5.693,2.415,-0.1687,31.72,0.590946,-0.268025637,0.2604,0.037438817,1.375948668
2OS5-model-99-neg,0,2OS5,-26.54542,-183.219,-6.418,-20.961,3.36,-0.2485,-35.43,1.015496,1.940944433,0.2397,0.006731744,0.147151694
2OTL-model-1-pos,1,2OTL,-157.7699,387.159,53.856,40.196,-0.045,-0.0974,7.96,0.576578,-1.584498644,0.2731,0.010279951,0.36049509
2OTL-model-29-neg,0,2OTL,5.612959999999994,-262.677,-9.795,-12.615,-5.871,-0.389,-56.02,1.628163,1.899742603,0.4138,0.006227078,0.682339668
2OVI-model-26-neg,0,2OVI,-81.169,647.666,3.145,14.748,-0.076,-0.0213,4.15,0.314499,1.923005223,0.3699,0.006534961,-1.269623399
2OVI-model-51-pos,1,2OVI,-68.28233,-103.202,5.715,-15.387,6.787,-0.2554,-29.81,1.096397,0.631674945,0.2274,0.008487691,2.036646605
2OYA-model-78-neg,0,2OYA,-64.36778,-132.864,-2.157,-18.998,6.712,-0.108,-6.97,0.712019,1.839325666,0.2942,0.007453163,-0.775970817
2OYA-model-8-pos,1,2OYA,-74.72754,-138.171,38.905,-26.88,9.517,0.0037,-53.96,1.364541,-0.113743663,0.5473,0.010279951,0.677373528
2OZK-model-62-pos,1,2OZK,-79.53682,1955.67,88.369,18.042,1.471,-0.222,3.53,0.537772,0.290418148,0.285,0.004751074,1.150833964
2OZK-model-9-neg,0,2OZK,-79.3887,-140.112,-5.689,-18.188,5.256,-0.2923,-38.61,1.268761,1.699711442,0.265,0.006029807,-1.775924921
2P42-model-1-pos,1,2P42,-118.1328,16.4961,20.022,1.696,-2.726,-0.1206,3.49,0.425291,-1.356691718,0.3075,0.010279951,0.24350372
2P42-model-77-neg,0,2P42,-45.6375,-197.134,-6.781,-22.657,2.881,-0.238,-27.28,0.692065,1.894260764,0.2542,0.006369356,-1.508951187
2P43-model-2-pos,1,2P43,-90.85557,-76.1644,2.784,0.107,-3.472,-0.1273,1.62,0.545498,-0.864697516,0.2643,0.008918827,0.027900072
2P43-model-28-neg,0,2P43,-44.23109,-174.435,-5.257,-19.861,2.129,-0.1428,-20.28,0.776124,1.956574678,0.3473,0.008095607,0.679684639
2P44-model-1-pos,1,2P44,-100.9177,16.5366,6.667,8.665,-6.299,0.0383,11.56,0.066718,-1.12037611,0.2684,0.010279951,-0.258561075
2P44-model-91-neg,0,2P44,-30.31376,-191.387,-5.683,-20.19,2.045,-0.1412,-21.74,0.754323,1.94581151,0.239,0.004222122,-1.529452801
2P45-model-1-pos,1,2P45,-108.5985,-22.4553,-2.072,-0.475,-3.497,-0.0256,8.3,0.197792,-0.891547024,0.2913,0.009979249,-0.281867355
2P45-model-65-neg,0,2P45,-51.52684,-173.509,-6.124,-28.382,2.099,-0.1127,-21.45,0.720794,1.238008022,0.244,0.005848,-0.378475249
2P46-model-1-pos,1,2P46,-86.3981,210.45,25.102,22.387,-3.431,0.0008,32.14,0.586313,0.035604358,0.3069,0.010279951,-0.58310473
2P46-model-44-neg,0,2P46,3062.4252,-187.565,-5.734,-21.089,1.913,-0.1521,-18.03,0.756713,1.934990406,0.2726,0.006648353,-0.791081667
2P47-model-2-pos,1,2P47,-83.22098,-18.0112,3.822,2.741,-6.063,0.0775,8.76,0.524234,-0.427657843,0.2939,0.010279951,-0.205771819
2P47-model-86-neg,0,2P47,-43.58086,-183.833,-5.32,-28.764,2.674,-0.1918,-16.92,0.715319,1.925742269,0.2274,0.006766807,-1.706358671
2P48-model-4-pos,1,2P48,-88.14714,-38.4357,0.861,5.137,-2.274,-0.0945,25.81,0.527823,-0.398517609,0.2727,0.010279951,-0.564869344
2P48-model-91-neg,0,2P48,-40.28161,-176.825,-5.401,-26.818,3.157,-0.1429,-17.9,0.666595,1.928404689,0.3395,0.006046558,-1.052367568
2P49-model-1-pos,1,2P49,-109.6992,-6.79107,-0.852,27.481,-3.268,-0.0024,27.81,0.048071,-1.076212168,0.3002,0.010279951,-0.223126516
2P49-model-20-neg,0,2P49,-27.98955,-179.42,-6.205,-20.535,2.458,-0.1598,-23.5,0.836403,1.950626493,0.2669,0.003295102,-0.904001832
2P4R-model-12-neg,0,2P4R,-5.59867,85.7775,11.046,-1.157,-0.574,-0.0108,7.91,0.107302,1.442974329,0.2936,0.001620563,-0.339808166
2P4R-model-4-pos,1,2P4R,-66.9183,-11.9888,22.751,-13.714,6.801,-0.1601,-28.87,0.840068,0.069697618,0.371,0.004920368,1.038287163
2P4Z-model-23-neg,0,2P4Z,-86.878,250.268,15.592,9.45,-2.327,-0.1225,15.2,0.479397,1.827743053,0.3925,0.006661087,-1.13060689
2P4Z-model-36-pos,1,2P4Z,-126.7316,-240.972,2.717,-43.048,7.428,-0.3559,-18.81,1.51195,-1.505730152,0.2786,0.00658104,1.998061657
2P5X-model-1-pos,1,2P5X,-131.4794,1553.8,63.669,5.451,-2.938,-0.1611,14.55,0.302938,-1.796124101,0.2449,0.007996311,1.367451668
2P5X-model-63-neg,0,2P5X,-62.626335,-218.561,-7.299,-34.573,4.312,-0.2143,-52.31,1.495359,1.95763433,0.2872,0.003076155,-0.739449263
2P6B-model-1-pos,1,2P6B,-100.81108,-111.467,9.444,-17.967,6.418,-0.0205,-51.16,0.844742,-0.210476637,0.5647,0.007029646,0.673246503
2P6B-model-3-neg,0,2P6B,-65.2877,-172.798,-6.08,-15.34,4.225,-0.2472,-53.17,1.361745,0.030468822,0.3892,0.010279951,0.775666058
2PKG-model-91-neg,0,2PKG,-61.6542,-59.0352,20.907,-14.091,1.903,0.0372,1.7,0.590867,1.949828863,0.3237,0.006398158,-3.533601761
2PKG-pos,1,2PKG,-204.004,-192.389,-1.863,-32.778,6.67,-0.1311,-25.1,0.89754,1.418315053,0.2274,0.009800249,-0.006885711
2PNH-model-18-pos,1,2PNH,-49.42551,-114.266,3.851,-8.241,11.914,-0.1207,-9.55,0.753497,1.096603394,0.2966,0.005140838,1.508682609
2PNH-model-25-neg,0,2PNH,807.07682,-74.7336,16.21,-1.6,8.165,-0.1723,-25.9,1.246782,1.083413601,0.2566,0.006025276,-0.232102096
2PO2-model-24-neg,0,2PO2,-74.11666,-124.683,1.699,-9.344,-0.044,-0.1311,13.82,0.670977,1.487703919,0.2443,0.005415211,0.752859771
2PO2-model-3-pos,1,2PO2,-136.2619,-77.5227,22.862,-43.944,2.658,-0.3624,-33.62,1.202072,-1.78034842,0.2396,0.007547386,0.605463564
2PQS-model-90-neg,0,2PQS,-34.42052,-61.5679,-1.179,-0.034,1.579,-0.0285,14.39,0.365956,1.908481121,0.2274,0.006073012,-1.010317326
2PQS-pos,1,2PQS,-201.973,-123.325,-5.055,-19.615,3.833,-0.1594,-25.03,1.274182,0.29814589,0.2274,0.010279951,1.352665901
2PQV-model-1-pos,1,2PQV,-245.755,16.1323,30.911,-6.585,2.698,0.1392,-7.93,0.689074,-1.903265238,0.5664,0.047448203,2.668908596
2PQV-model-40-neg,0,2PQV,-75.41719,-362.592,-14.581,-70.993,14.693,-0.6789,-83.85,2.8586,1.790939331,0.2533,0.005515968,-2.812148809
2PTC-model-3-pos,1,2PTC,-59.00287,322.533,41.396,-2.013,0.761,-0.1413,-2.68,0.279158,0.066823125,0.3361,0.010279951,1.09046638
2PTC-model-93-neg,0,2PTC,-35.56631,-85.1765,-3.047,0.67,4.46,-0.2828,-17.91,0.698914,1.80698967,0.2399,0.005313345,1.239050984
2PUY-model-1-pos,1,2PUY,-79.86862,858.529,-0.738,-3.286,-0.67,-0.0504,5.36,0.202897,1.437872648,0.3898,0.015530758,0.258406073
2PUY-model-75-neg,0,2PUY,-25.58566,-134.846,-5.117,-13.411,-1.429,-0.2836,-33.55,0.690019,1.62872529,0.2735,0.045412362,-1.11102736
2Q17-model-49-pos,1,2Q17,-56.7771,68.2261,23.3,-11.683,3.588,-0.1003,-11.18,0.470528,1.917673349,0.2274,0.010279951,-1.710318089
2Q17-model-84-neg,0,2Q17,-77.7323,-51.7556,1.453,-4.769,0.381,-0.1246,9.89,0.223299,1.908958316,0.3484,0.00704671,-0.694124401
2Q7N-model-1-pos,1,2Q7N,-107.3828,-88.0918,-0.031,-9.829,5.571,-0.0042,0.71,0.634519,-0.883369803,0.2274,0.056404464,0.289720744
2Q7N-model-22-neg,0,2Q7N,-57.27098,-178.733,-1.145,-26.901,2.213,-0.2661,-36.43,1.15019,1.919660926,0.2958,0.005862969,-0.505588531
2Q81-model-24-pos,1,2Q81,69.99280999999999,-81.5474,-1.503,-16.512,5.351,-0.1888,-17.23,0.600476,0.915253878,0.2274,0.005736015,0.164871648
2Q81-model-76-neg,0,2Q81,1136.1742900000002,-39.164,12.784,-5.354,3.848,-0.2057,-31.23,0.841314,1.527398705,0.2782,0.005997756,0.009473646
2QBW-model-36-pos,1,2QBW,-50.953,-30.8966,-0.751,-7.417,0.664,-0.1119,3.26,0.347662,0.071335554,0.3064,0.216372892,0.510244071
2QBW-model-92-neg,0,2QBW,-43.377335,-46.1796,3.071,-15.135,4.077,-0.1724,-17.9,0.485731,1.925679326,0.3144,0.003493389,0.096051738
2QBX-model-80-pos,1,2QBX,-54.40188,3.44836,10.588,-7.245,1.875,-0.0781,0.47,0.110642,1.24994421,0.3134,0.00663489,0.900206268
2QBX-model-98-neg,0,2QBX,-35.850612,-85.2044,15.908,-18.308,4.084,-0.3377,-14.16,0.373289,1.693276048,0.3035,0.004176948,0.538623929
2QC1-model-17-neg,0,2QC1,-53.2428,15.8633,9.216,3.353,-2.548,-0.0315,22.73,0.72898,1.966942787,0.2344,0.00573732,-0.486351639
2QC1-model-3-pos,1,2QC1,-119.1226,-181.474,8.642,-39.888,13.059,-0.3956,-53.35,1.297085,0.055975318,0.2274,0.062198322,0.927452683
2QF3-model-18-neg,0,2QF3,-79.563503,-116.377,-0.198,-19.146,7.011,-0.1892,-19.48,0.868997,1.319291353,0.2847,0.005433136,-1.29925704
2QF3-model-2-pos,1,2QF3,-134.88412,-177.775,-8.714,-19.22,9.689,-0.3497,-52.68,1.570059,-1.38905561,0.3398,0.200616881,-0.257436633
2QLC-model-25-pos,1,2QLC,-39.35163,-87.4271,3.125,-9.223,-3.545,-0.098,15.62,0.567277,0.600299597,0.2286,0.010279951,-0.358858079
2QLC-model-28-neg,0,2QLC,-62.669073,34.7903,15.837,-10.707,-4.348,-0.0449,-28.74,0.593449,0.626476645,0.3286,0.007488582,-0.306798249
2QLP-model-1-pos,1,2QLP,-171.6937,26.7022,5.524,-22.213,6.681,-0.0351,-34.46,1.164657,-1.518195748,0.3644,0.010279951,0.712415516
2QLP-model-8-neg,0,2QLP,-63.17214,-343.106,-12.149,-37.231,10.531,-0.5671,-93.14,2.1513,0.603301883,0.2806,0.014629236,-1.252488256
2QW7-model-6-pos,1,2QW7,-72.961394,95.8351,15.55,2.394,-3.968,-0.0363,-6.66,0.365291,0.048782349,0.2702,0.010279951,0.223662138
2QW7-model-94-neg,0,2QW7,-35.44606,-21.547,34.276,-22.939,-0.663,-0.2801,-48.04,0.813456,1.879927397,0.2946,0.027706672,-0.460097879
2QYI-model-13-neg,0,2QYI,-58.02104,-128.602,-2.393,-9.649,1.015,-0.1075,-26.06,0.835242,1.355781794,0.2822,0.010279951,-0.085431144
2QYI-model-56-pos,1,2QYI,-56.28097,301.055,64.3,-15.513,2.268,-0.1072,-18.64,0.699535,-1.113641024,0.2347,0.006733525,0.945466459
2R0K-model-42-pos,1,2R0K,-72.52372,-12.371,8.487,-2.802,-1.941,-0.0709,11.1,0.478631,0.059000611,0.2974,0.027069233,1.071104288
2R0K-model-66-neg,0,2R0K,-52.672601,-110.967,-2.726,-27.929,14.542,-0.2566,-16.89,0.747259,1.447510362,0.2274,0.008494656,-1.441066742
2R2C-model-1-pos,1,2R2C,-190.5841,247.499,9.463,-1.035,-0.547,0.0375,23.44,0.205611,-1.777072787,0.2486,0.010279951,0.874074638
2R2C-model-28-neg,0,2R2C,-84.8015,-304.325,-11.56,-50.834,16.234,-0.381,-75.84,1.501937,1.876811147,0.2274,0.018669002,-0.16746594
